Year;Date;Time;Round;Stadium;City;Country;HomeTeam;HomeGoals;AwayGoals;AwayTeam;WINNER;Observation
1990;14.cze.90; 17:00 ;Group D;Renato Dall Ara;Bologna ;Italy;Yugoslavia;1;0;Colombia;Yugoslavia; 
1990;14.cze.90; 21:00 ;Group A;Stadio Olimpico;Rome ;Italy;Italy;1;0;USA;Italy; 
1990;15.cze.90; 17:00 ;Group A;Comunale;Florence ;Italy;Austria;0;1;Czechoslovakia;Czechoslovakia; 
1990;15.cze.90; 21:00 ;Group D;Giuseppe Meazza;Milan ;Italy;Germany FR;5;1;United Arab Emirates;Germany FR; 
1990;16.cze.90; 17:00 ;Group C;Stadio delle Alpi;Turin ;Italy;Brazil;1;0;Costa Rica;Brazil; 
1990;16.cze.90; 21:00 ;Group C;Luigi Ferraris;Genoa ;Italy;Sweden;1;2;Scotland;Scotland; 
1990;16.cze.90; 21:00 ;Group F;Sant Elia;Cagliari ;Italy;England;0;0;Netherlands;Netherlands; 
1990;17.cze.90; 17:00 ;Group F;Della Favorita;Palermo ;Italy;Republic of Ireland;0;0;Egypt;Egypt; 
1990;17.cze.90; 21:00 ;Group E;Dacia Arena;Udine ;Italy;Korea Republic;1;3;Spain;Spain; 
1990;17.cze.90; 21:00 ;Group E;Marc Antonio Bentegodi;Verona ;Italy;Belgium;3;1;Uruguay;Belgium; 
1990;18.cze.90; 21:00 ;Group B;San Paolo;Naples ;Italy;Argentina;1;1;Romania;Romania; 
1990;18.cze.90; 21:00 ;Group B;Stadio San Nicola;Bari ;Italy;Cameroon;0;4;Soviet Union;Soviet Union; 
1990;19.cze.90; 17:00 ;Group D;Giuseppe Meazza;Milan ;Italy;Germany FR;1;1;Colombia;Colombia; 
1990;19.cze.90; 17:00 ;Group D;Renato Dall Ara;Bologna ;Italy;Yugoslavia;4;1;United Arab Emirates;Yugoslavia; 
1990;19.cze.90; 21:00 ;Group A;Stadio Olimpico;Rome ;Italy;Italy;2;0;Czechoslovakia;Italy; 
1990;19.cze.90; 21:00 ;Group A;Comunale;Florence ;Italy;Austria;2;1;USA;Austria; 
1990;20.cze.90; 21:00 ;Group C;Stadio delle Alpi;Turin ;Italy;Brazil;1;0;Scotland;Brazil; 
1990;20.cze.90; 21:00 ;Group C;Luigi Ferraris;Genoa ;Italy;Sweden;1;2;Costa Rica;Costa Rica; 
1990;21.cze.90; 17:00 ;Group E;Friuli;Udine ;Italy;Korea Republic;0;1;Uruguay;Uruguay; 
1990;21.cze.90; 17:00 ;Group E;Marc Antonio Bentegodi;Verona ;Italy;Belgium;1;2;Spain;Spain; 
1990;21.cze.90; 21:00 ;Group F;Della Favorita;Palermo ;Italy;Republic of Ireland;1;1;Netherlands;Netherlands; 
1990;21.cze.90; 21:00 ;Group F;Sant Elia;Cagliari ;Italy;England;1;0;Egypt;England; 
1990;23.cze.90; 17:00 ;Round of 16;San Paolo;Naples ;Italy;Cameroon;2;1;Colombia;Cameroon;Cameroon win after extra time 
1990;23.cze.90; 21:00 ;Round of 16;Stadio San Nicola;Bari ;Italy;Czechoslovakia;4;1;Costa Rica;Czechoslovakia; 
1990;24.cze.90; 17:00 ;Round of 16;Stadio delle Alpi;Turin ;Italy;Brazil;0;1;Argentina;Argentina; 
1990;24.cze.90; 21:00 ;Round of 16;Giuseppe Meazza;Milan ;Italy;Germany FR;2;1;Netherlands;Germany FR; 
1990;25.cze.90; 17:00 ;Round of 16;Luigi Ferraris;Genoa ;Italy;Republic of Ireland;0;0;Romania;Republic of Ireland;Republic of Ireland win on penalties (5 - 4) 
1990;25.cze.90; 21:00 ;Round of 16;Stadio Olimpico;Rome ;Italy;Italy;2;0;Uruguay;Italy; 
1990;26.cze.90; 17:00 ;Round of 16;Marc Antonio Bentegodi;Verona ;Italy;Spain;1;2;Yugoslavia;Yugoslavia;Yugoslavia win after extra time 
1990;26.cze.90; 21:00 ;Round of 16;Renato Dall Ara;Bologna ;Italy;England;1;0;Belgium;England;England win after extra time 
1990;30.cze.90; 17:00 ;Quarter-finals;Comunale;Florence ;Italy;Yugoslavia;0;0;Argentina;Argentina; win on penalties (2 - 3) 
1990;30.cze.90; 21:00 ;Quarter-finals;Stadio Olimpico;Rome ;Italy;Italy;1;0;Republic of Ireland;Italy; 
1990;01.lip.90; 17:00 ;Quarter-finals;Giuseppe Meazza;Milan ;Italy;Germany FR;1;0;Czechoslovakia;Germany FR; 
1990;01.lip.90; 21:00 ;Quarter-finals;San Paolo;Naples ;Italy;England;3;2;Cameroon;England;England win after extra time 
1990;03.lip.90; 20:00 ;Semi-finals;San Paolo;Naples ;Italy;Italy;1;1;Argentina;Argentina; win on penalties (3 - 4) 
1990;04.lip.90; 20:00 ;Semi-finals;Stadio delle Alpi;Turin ;Italy;Germany FR;1;1;England;Germany FR; win on penalties (4 - 3) 
1990;07.lip.90; 20:00 ;Match for third place;Stadio San Nicola;Bari ;Italy;Italy;2;1;England;Italy; 
1990;08.lip.90; 20:00 ;Final;Stadio Olimpico;Rome ;Italy;Germany FR;1;0;Argentina;Germany FR; 
1994;17.cze.94; 19:30 ;Group C;Cotton Bowl;Dallas ;USA;Spain;2;2;Korea Republic;Korea Republic; 
1994;17.cze.94; 15:00 ;Group C;Soldier Field;Chicago ;USA;Germany;1;0;Bolivia;Germany; 
1994;18.cze.94; 11:30 ;Group A;Pontiac Silverdome;Detroit ;USA;USA;1;1;Switzerland;Switzerland; 
1994;18.cze.94; 16:00 ;Group E;Giants Stadium;New York/New Jersey ;USA;Italy;0;1;Republic of Ireland;Republic of Ireland; 
1994;18.cze.94; 19:30 ;Group A;Rose Bowl;Los Angeles ;USA;Colombia;1;3;Romania;Romania; 
1994;19.cze.94; 12:30 ;Group F;Citrus Bowl;Orlando ;USA;Belgium;1;0;Morocco;Belgium; 
1994;19.cze.94; 16:00 ;Group E;RFK Stadium;Washington Dc ;USA;Norway;1;0;Mexico;Norway; 
1994;19.cze.94; 19:30 ;Group B;Rose Bowl;Los Angeles ;USA;Cameroon;2;2;Sweden;Sweden; 
